study_id,id,Group,Trial,Condition,Salience,Direction,TrialDirection,Level,Change,Accuracy,Confidence,Arousal,flag_zero_variance,exclusion_reason
4,10669,Visual,6,highSalienceDec,High,Slower,Slower,0.342972647,0.342972647,1,4,3,FALSE,included
4,10669,Visual,7,highSalienceDec,High,Slower,Slower,0.30935329,0.30935329,0,5,3,FALSE,included
4,10669,Visual,8,highSalienceDec,High,Slower,Slower,0.374020967,0.374020967,1,5,3,FALSE,included
4,10669,Visual,9,highSalienceDec,High,Slower,Slower,0.341938141,0.341938141,1,6,3,FALSE,included
4,10669,Visual,0,highSalienceAcc,High,Faster,Faster,0.422912,-0.422912,1,6,3,FALSE,included
4,10669,Visual,1,highSalienceAcc,High,Faster,Faster,0.290866253,-0.290866253,1,6,3,FALSE,included
4,10669,Visual,2,highSalienceAcc,High,Faster,Faster,0.194847948,-0.194847948,1,6,3,FALSE,included
4,10669,Visual,3,highSalienceAcc,High,Faster,Faster,0.115692875,-0.115692875,0,6,3,FALSE,included
4,10669,Visual,4,highSalienceAcc,High,Faster,Faster,0.254200718,-0.254200718,0,5,2,FALSE,included
4,10669,Visual,5,highSalienceAcc,High,Faster,Faster,0.380480619,-0.380480619,1,4,2,FALSE,included
4,10669,Visual,6,highSalienceAcc,High,NoChange,Faster,0.32876206,0,1,5,3,FALSE,included
4,10669,Visual,7,highSalienceAcc,High,Faster,Faster,0.293248617,-0.293248617,0,5,3,FALSE,included
4,10669,Visual,8,highSalienceAcc,High,Faster,Faster,0.368235194,-0.368235194,1,6,3,FALSE,included
4,10669,Visual,9,highSalienceAcc,High,Faster,Faster,0.335886454,-0.335886454,1,6,1,FALSE,included
4,10672,Breath,0,highSalienceDec,High,Slower,Slower,0.422912,0.422912,1,6,5,FALSE,included
4,10672,Breath,1,highSalienceDec,High,Slower,Slower,0.290866253,0.290866253,1,5,5,FALSE,included
4,10672,Breath,2,highSalienceDec,High,Slower,Slower,0.194847948,0.194847948,0,4,5,FALSE,included
4,10672,Breath,3,highSalienceDec,High,Slower,Slower,0.370126814,0.370126814,1,5,5,FALSE,included
4,10672,Breath,4,highSalienceDec,High,Slower,Slower,0.306922398,0.306922398,0,4,5,FALSE,included
4,10672,Breath,5,highSalienceDec,High,Slower,Slower,0.419056205,0.419056205,1,5,5,FALSE,included
4,10672,Breath,6,highSalienceDec,High,Slower,Slower,0.368248418,0.368248418,0,4,5,FALSE,included
4,10672,Breath,7,highSalienceDec,High,Slower,Slower,0.452531337,0.452531337,0,3,5,FALSE,included
4,10672,Breath,8,highSalienceDec,High,NoChange,Slower,0.577364309,0,1,4,5,FALSE,included
4,10672,Breath,9,highSalienceDec,High,NoChange,Slower,0.522310622,0,0,4,5,FALSE,included
4,10672,Breath,0,lowSalienceDec,Low,Slower,Slower,0.422912,0.422912,0,3,5,FALSE,included
4,10672,Breath,1,lowSalienceDec,Low,Slower,Slower,0.660005904,0.660005904,1,5,5,FALSE,included
4,10672,Breath,2,lowSalienceDec,Low,Slower,Slower,0.581129105,0.581129105,1,4,5,FALSE,included
4,10672,Breath,3,lowSalienceDec,Low,Slower,Slower,0.525950165,0.525950165,1,4,5,FALSE,included
4,10672,Breath,4,lowSalienceDec,Low,Slower,Slower,0.483625193,0.483625193,0,4,5,FALSE,included
4,10672,Breath,5,lowSalienceDec,Low,Slower,Slower,0.579436274,0.579436274,1,4,5,FALSE,included
4,10672,Breath,6,lowSalienceDec,Low,Slower,Slower,0.547152985,0.547152985,0,2,5,FALSE,included
4,10672,Breath,7,lowSalienceDec,Low,Slower,Slower,0.615122114,0.615122114,1,5,5,FALSE,included
4,10672,Breath,8,lowSalienceDec,Low,Slower,Slower,0.586399317,0.586399317,1,4,5,FALSE,included
4,10672,Breath,9,lowSalienceDec,Low,Slower,Slower,0.565787713,0.565787713,0,4,5,FALSE,included
4,10672,Breath,0,lowSalienceAcc,Low,Faster,Faster,0.422912,-0.422912,1,4,5,FALSE,included
4,10672,Breath,1,lowSalienceAcc,Low,NoChange,Faster,0.290866253,0,1,4,5,FALSE,included
4,10672,Breath,2,lowSalienceAcc,Low,NoChange,Faster,0.194847948,0,1,4,5,FALSE,included
4,10672,Breath,3,lowSalienceAcc,Low,Faster,Faster,0.115692875,-0.115692875,0,4,5,FALSE,included
4,10672,Breath,4,lowSalienceAcc,Low,Faster,Faster,0.254200718,-0.254200718,0,5,4,FALSE,included
4,10672,Breath,5,lowSalienceAcc,Low,Faster,Faster,0.380480619,-0.380480619,0,4,5,FALSE,included
4,10672,Breath,6,lowSalienceAcc,Low,Faster,Faster,0.550038875,-0.550038875,1,6,5,FALSE,included
4,10672,Breath,7,lowSalienceAcc,Low,NoChange,Faster,0.482259477,0,1,5,5,FALSE,included
4,10672,Breath,8,lowSalienceAcc,Low,Faster,Faster,0.437771586,-0.437771586,0,5,5,FALSE,included
4,10672,Breath,9,lowSalienceAcc,Low,NoChange,Faster,0.532413924,0,0,4,5,FALSE,included
4,10672,Breath,0,highSalienceAcc,High,NoChange,Faster,0.422912,0,1,4,4,FALSE,included
4,10672,Breath,1,highSalienceAcc,High,Faster,Faster,0.290866253,-0.290866253,0,2,5,FALSE,included
4,10672,Breath,2,highSalienceAcc,High,Faster,Faster,0.513886737,-0.513886737,1,6,5,FALSE,included
4,10672,Breath,3,highSalienceAcc,High,Faster,Faster,0.435497046,-0.435497046,1,4,5,FALSE,included
4,10672,Breath,4,highSalienceAcc,High,Faster,Faster,0.384343212,-0.384343212,0,5,4,FALSE,included
4,10672,Breath,5,highSalienceAcc,High,Faster,Faster,0.493176517,-0.493176517,1,5,5,FALSE,included
4,10672,Breath,6,highSalienceAcc,High,Faster,Faster,0.451196917,-0.451196917,0,5,5,FALSE,included
4,10672,Breath,7,highSalienceAcc,High,Faster,Faster,0.533085944,-0.533085944,0,5,5,FALSE,included
4,10672,Breath,8,highSalienceAcc,High,Faster,Faster,0.646963273,-0.646963273,0,4,5,FALSE,included
4,10672,Breath,9,highSalienceAcc,High,NoChange,Faster,0.785047395,0,1,5,5,FALSE,included
4,10678,Breath,0,highSalienceDec,High,Slower,Slower,0.422912,0.422912,0,5,5,FALSE,included
4,10678,Breath,1,highSalienceDec,High,Slower,Slower,0.660005904,0.660005904,1,6,6,FALSE,included
4,10678,Breath,2,highSalienceDec,High,Slower,Slower,0.581129105,0.581129105,0,6,6,FALSE,included
4,10678,Breath,3,highSalienceDec,High,Slower,Slower,0.735375071,0.735375071,0,5,6,FALSE,included
4,10678,Breath,4,highSalienceDec,High,Slower,Slower,0.882435715,0.882435715,0,5,6,FALSE,included
4,10678,Breath,5,highSalienceDec,High,Slower,Slower,1.022526101,1.022526101,1,5,3,FALSE,included
4,10678,Breath,6,highSalienceDec,High,Slower,Slower,0.972466399,0.972466399,0,6,5,FALSE,included
4,10678,Breath,7,highSalienceDec,High,Slower,Slower,1.058137428,1.058137428,0,6,6,FALSE,included
4,10678,Breath,8,highSalienceDec,High,NoChange,Slower,1.149119382,0,0,6,6,FALSE,included
4,10678,Breath,9,highSalienceDec,High,Slower,Slower,1.245152169,1.245152169,0,5,6,FALSE,included
4,10678,Breath,0,lowSalienceDec,Low,Slower,Slower,0.422912,0.422912,1,4,6,FALSE,included
4,10678,Breath,1,lowSalienceDec,Low,Slower,Slower,0.290866253,0.290866253,0,2,6,FALSE,included
4,10678,Breath,2,lowSalienceDec,Low,Slower,Slower,0.513886737,0.513886737,0,6,6,FALSE,included
4,10678,Breath,3,lowSalienceDec,Low,Slower,Slower,0.695548754,0.695548754,1,6,6,FALSE,included
4,10678,Breath,4,lowSalienceDec,Low,Slower,Slower,0.627749276,0.627749276,0,6,6,FALSE,included
4,10678,Breath,5,lowSalienceDec,Low,Slower,Slower,0.768756694,0.768756694,0,6,6,FALSE,included
4,10678,Breath,6,lowSalienceDec,Low,Slower,Slower,0.887976851,0.887976851,0,6,6,FALSE,included
4,10678,Breath,7,lowSalienceDec,Low,Slower,Slower,1.020641471,1.020641471,0,6,6,FALSE,included
4,10678,Breath,8,lowSalienceDec,Low,Slower,Slower,1.126858746,1.126858746,1,5,3,FALSE,included
4,10678,Breath,9,lowSalienceDec,Low,NoChange,Slower,1.086365934,0,1,6,1,FALSE,included
4,10678,Breath,0,highSalienceAcc,High,Faster,Faster,0.422912,-0.422912,0,6,3,FALSE,included
4,10678,Breath,1,highSalienceAcc,High,Faster,Faster,0.660005904,-0.660005904,1,6,4,FALSE,included
4,10678,Breath,2,highSalienceAcc,High,Faster,Faster,0.581129105,-0.581129105,1,6,3,FALSE,included
4,10678,Breath,3,highSalienceAcc,High,Faster,Faster,0.525950165,-0.525950165,1,4,4,FALSE,included
4,10678,Breath,4,highSalienceAcc,High,NoChange,Faster,0.483625193,0,0,6,5,FALSE,included
4,10678,Breath,5,highSalienceAcc,High,Faster,Faster,0.579436274,-0.579436274,1,6,6,FALSE,included
4,10678,Breath,6,highSalienceAcc,High,Faster,Faster,0.547152985,-0.547152985,1,5,6,FALSE,included
4,10678,Breath,7,highSalienceAcc,High,Faster,Faster,0.522570082,-0.522570082,0,6,5,FALSE,included
4,10678,Breath,8,highSalienceAcc,High,Faster,Faster,0.570513604,-0.570513604,1,5,5,FALSE,included
4,10678,Breath,9,highSalienceAcc,High,NoChange,Faster,0.547075425,0,0,6,6,FALSE,included
4,10678,Breath,0,lowSalienceAcc,Low,Faster,Faster,0.422912,-0.422912,1,6,6,FALSE,included
4,10678,Breath,1,lowSalienceAcc,Low,Faster,Faster,0.290866253,-0.290866253,1,5,5,FALSE,included
4,10678,Breath,2,lowSalienceAcc,Low,Faster,Faster,0.194847948,-0.194847948,0,6,4,FALSE,included
4,10678,Breath,3,lowSalienceAcc,Low,Faster,Faster,0.370126814,-0.370126814,1,6,4,FALSE,included
4,10678,Breath,4,lowSalienceAcc,Low,Faster,Faster,0.306922398,-0.306922398,0,6,4,FALSE,included
4,10678,Breath,5,lowSalienceAcc,Low,Faster,Faster,0.419056205,-0.419056205,1,6,4,FALSE,included
4,10678,Breath,6,lowSalienceAcc,Low,Faster,Faster,0.368248418,-0.368248418,1,3,4,FALSE,included
4,10678,Breath,7,lowSalienceAcc,Low,Faster,Faster,0.333132979,-0.333132979,0,3,4,FALSE,included
4,10678,Breath,8,lowSalienceAcc,Low,Faster,Faster,0.408728015,-0.408728015,0,2,4,FALSE,included
4,10678,Breath,9,lowSalienceAcc,Low,NoChange,Faster,0.495001535,0,1,2,5,FALSE,included
4,10690,Visual,0,highSalienceAcc,High,Faster,Faster,0.422912,-0.422912,1,5,5,FALSE,included
4,10690,Visual,1,highSalienceAcc,High,Faster,Faster,0.290866253,-0.290866253,0,5,5,FALSE,included
4,10690,Visual,2,highSalienceAcc,High,Faster,Faster,0.513886737,-0.513886737,1,5,5,FALSE,included
4,10690,Visual,3,highSalienceAcc,High,Faster,Faster,0.435497046,-0.435497046,1,5,5,FALSE,included
4,10690,Visual,4,highSalienceAcc,High,Faster,Faster,0.384343212,-0.384343212,0,3,3,FALSE,included
4,10690,Visual,5,highSalienceAcc,High,Faster,Faster,0.493176517,-0.493176517,1,5,5,FALSE,included
4,10690,Visual,6,highSalienceAcc,High,Faster,Faster,0.451196917,-0.451196917,1,5,3,FALSE,included
4,10690,Visual,7,highSalienceAcc,High,Faster,Faster,0.42208711,-0.42208711,0,5,3,FALSE,included
4,10690,Visual,8,highSalienceAcc,High,Faster,Faster,0.476528454,-0.476528454,0,5,3,FALSE,included
4,10690,Visual,9,highSalienceAcc,High,Faster,Faster,0.558037065,-0.558037065,1,5,3,FALSE,included
4,10690,Visual,0,lowSalienceAcc,Low,Faster,Faster,0.422912,-0.422912,0,5,3,FALSE,included
4,10690,Visual,1,lowSalienceAcc,Low,Faster,Faster,0.660005904,-0.660005904,1,5,3,FALSE,included
4,10690,Visual,2,lowSalienceAcc,Low,Faster,Faster,0.581129105,-0.581129105,1,4,3,FALSE,included
4,10690,Visual,3,lowSalienceAcc,Low,Faster,Faster,0.525950165,-0.525950165,1,5,3,FALSE,included
4,10690,Visual,4,lowSalienceAcc,Low,Faster,Faster,0.483625193,-0.483625193,0,5,3,FALSE,included
4,10690,Visual,5,lowSalienceAcc,Low,Faster,Faster,0.579436274,-0.579436274,1,5,3,FALSE,included
4,10690,Visual,6,lowSalienceAcc,Low,NoChange,Faster,0.547152985,0,1,5,3,FALSE,included
4,10690,Visual,7,lowSalienceAcc,Low,Faster,Faster,0.522570082,-0.522570082,1,5,3,FALSE,included
4,10690,Visual,8,lowSalienceAcc,Low,Faster,Faster,0.498875783,-0.498875783,1,5,3,FALSE,included
4,10690,Visual,9,lowSalienceAcc,Low,NoChange,Faster,0.480130074,0,1,5,3,FALSE,included
4,10690,Visual,0,lowSalienceDec,Low,NoChange,Slower,0.422912,0,1,5,3,FALSE,included
4,10690,Visual,1,lowSalienceDec,Low,NoChange,Slower,0.290866253,0,1,5,3,FALSE,included
4,10690,Visual,2,lowSalienceDec,Low,Slower,Slower,0.194847948,0.194847948,0,5,3,FALSE,included
4,10690,Visual,3,lowSalienceDec,Low,Slower,Slower,0.370126814,0.370126814,1,5,3,FALSE,included
4,10690,Visual,4,lowSalienceDec,Low,Slower,Slower,0.306922398,0.306922398,1,5,3,FALSE,included
4,10690,Visual,5,lowSalienceDec,Low,Slower,Slower,0.263654541,0.263654541,1,5,3,FALSE,included
4,10690,Visual,6,lowSalienceDec,Low,Slower,Slower,0.228700435,0.228700435,1,5,3,FALSE,included
4,10690,Visual,7,lowSalienceDec,Low,Slower,Slower,0.201074681,0.201074681,0,5,3,FALSE,included
4,10690,Visual,8,lowSalienceDec,Low,Slower,Slower,0.26260944,0.26260944,0,5,3,FALSE,included
4,10690,Visual,9,lowSalienceDec,Low,Slower,Slower,0.314432656,0.314432656,0,5,3,FALSE,included
4,10690,Visual,0,highSalienceDec,High,NoChange,Slower,0.422912,0,1,3,3,FALSE,included
4,10690,Visual,1,highSalienceDec,High,Slower,Slower,0.290866253,0.290866253,0,5,3,FALSE,included
4,10690,Visual,2,highSalienceDec,High,Slower,Slower,0.513886737,0.513886737,0,3,3,FALSE,included
4,10690,Visual,3,highSalienceDec,High,Slower,Slower,0.695548754,0.695548754,1,5,3,FALSE,included
4,10690,Visual,4,highSalienceDec,High,Slower,Slower,0.627749276,0.627749276,1,5,3,FALSE,included
4,10690,Visual,5,highSalienceDec,High,Slower,Slower,0.580157228,0.580157228,0,5,3,FALSE,included
4,10690,Visual,6,highSalienceDec,High,Slower,Slower,0.686316216,0.686316216,1,5,3,FALSE,included
4,10690,Visual,7,highSalienceDec,High,Slower,Slower,0.647741168,0.647741168,0,5,3,FALSE,included
4,10690,Visual,8,highSalienceDec,High,Slower,Slower,0.726525237,0.726525237,1,5,3,FALSE,included
4,10690,Visual,9,highSalienceDec,High,NoChange,Slower,0.694451408,0,1,5,3,FALSE,included
4,10723,Visual,0,lowSalienceAcc,Low,Faster,Faster,0.422912,-0.422912,0,4,5,FALSE,included
4,10723,Visual,1,lowSalienceAcc,Low,Faster,Faster,0.660005904,-0.660005904,1,5,4,FALSE,included
4,10723,Visual,2,lowSalienceAcc,Low,NoChange,Faster,0.581129105,0,0,4,4,FALSE,included
4,10723,Visual,3,lowSalienceAcc,Low,Faster,Faster,0.735375071,-0.735375071,1,5,5,FALSE,included
4,10723,Visual,4,lowSalienceAcc,Low,Faster,Faster,0.683184934,-0.683184934,1,5,4,FALSE,included
4,10723,Visual,5,lowSalienceAcc,Low,Faster,Faster,0.644533732,-0.644533732,1,5,5,FALSE,included
4,10723,Visual,6,lowSalienceAcc,Low,Faster,Faster,0.614546468,-0.614546468,1,5,4,FALSE,included
4,10723,Visual,7,lowSalienceAcc,Low,Faster,Faster,0.58703827,-0.58703827,1,4,4,FALSE,included
4,10723,Visual,8,lowSalienceAcc,Low,Faster,Faster,0.564953487,-0.564953487,0,5,5,FALSE,included
4,10723,Visual,9,lowSalienceAcc,Low,Faster,Faster,0.612542712,-0.612542712,1,5,4,FALSE,included
4,10723,Visual,0,highSalienceDec,High,Slower,Slower,0.422912,0.422912,1,5,5,FALSE,included
4,10723,Visual,1,highSalienceDec,High,Slower,Slower,0.290866253,0.290866253,0,4,4,FALSE,included
4,10723,Visual,2,highSalienceDec,High,Slower,Slower,0.513886737,0.513886737,1,5,5,FALSE,included
4,10723,Visual,3,highSalienceDec,High,Slower,Slower,0.435497046,0.435497046,1,5,5,FALSE,included
4,10723,Visual,4,highSalienceDec,High,NoChange,Slower,0.384343212,0,0,5,5,FALSE,included
4,10723,Visual,5,highSalienceDec,High,Slower,Slower,0.493176517,0.493176517,1,4,5,FALSE,included
4,10723,Visual,6,highSalienceDec,High,NoChange,Slower,0.451196917,0,1,5,5,FALSE,included
4,10723,Visual,7,highSalienceDec,High,Slower,Slower,0.42208711,0.42208711,0,5,4,FALSE,included
4,10723,Visual,8,highSalienceDec,High,Slower,Slower,0.476528454,0.476528454,0,5,5,FALSE,included
4,10723,Visual,9,highSalienceDec,High,Slower,Slower,0.558037065,0.558037065,0,5,4,FALSE,included
4,10723,Visual,0,lowSalienceDec,Low,Slower,Slower,0.422912,0.422912,0,5,5,FALSE,included
4,10723,Visual,1,lowSalienceDec,Low,Slower,Slower,0.660005904,0.660005904,1,5,5,FALSE,included
4,10723,Visual,2,lowSalienceDec,Low,Slower,Slower,0.581129105,0.581129105,1,5,5,FALSE,included
4,10723,Visual,3,lowSalienceDec,Low,Slower,Slower,0.525950165,0.525950165,1,5,5,FALSE,included
4,10723,Visual,4,lowSalienceDec,Low,Slower,Slower,0.483625193,0.483625193,0,5,5,FALSE,included
4,10723,Visual,5,lowSalienceDec,Low,Slower,Slower,0.579436274,0.579436274,1,5,5,FALSE,included
4,10723,Visual,6,lowSalienceDec,Low,Slower,Slower,0.547152985,0.547152985,1,5,5,FALSE,included
4,10723,Visual,7,lowSalienceDec,Low,NoChange,Slower,0.522570082,0,0,5,5,FALSE,included
4,10723,Visual,8,lowSalienceDec,Low,NoChange,Slower,0.570513604,0,0,5,5,FALSE,included
4,10723,Visual,9,lowSalienceDec,Low,Slower,Slower,0.620006577,0.620006577,0,5,5,FALSE,included
4,10723,Visual,0,highSalienceAcc,High,NoChange,Faster,0.422912,0,1,5,5,FALSE,included
4,10723,Visual,1,highSalienceAcc,High,Faster,Faster,0.290866253,-0.290866253,1,4,5,FALSE,included
4,10723,Visual,2,highSalienceAcc,High,NoChange,Faster,0.194847948,0,0,5,5,FALSE,included
4,10723,Visual,3,highSalienceAcc,High,Faster,Faster,0.370126814,-0.370126814,1,5,5,FALSE,included
4,10723,Visual,4,highSalienceAcc,High,Faster,Faster,0.306922398,-0.306922398,1,5,5,FALSE,included
4,10723,Visual,5,highSalienceAcc,High,Faster,Faster,0.263654541,-0.263654541,1,5,5,FALSE,included
4,10723,Visual,6,highSalienceAcc,High,Faster,Faster,0.228700435,-0.228700435,1,5,5,FALSE,included
4,10723,Visual,7,highSalienceAcc,High,Faster,Faster,0.201074681,-0.201074681,0,5,5,FALSE,included
4,10723,Visual,8,highSalienceAcc,High,Faster,Faster,0.26260944,-0.26260944,1,5,5,FALSE,included
4,10723,Visual,9,highSalienceAcc,High,Faster,Faster,0.239872978,-0.239872978,0,5,5,FALSE,included
4,10729,Breath,0,lowSalienceDec,Low,Slower,Slower,0.422912,0.422912,1,6,4,FALSE,included
4,10729,Breath,1,lowSalienceDec,Low,Slower,Slower,0.290866253,0.290866253,0,4,4,FALSE,included
4,10729,Breath,2,lowSalienceDec,Low,Slower,Slower,0.513886737,0.513886737,1,5,3,FALSE,included
4,10729,Breath,3,lowSalienceDec,Low,Slower,Slower,0.435497046,0.435497046,1,3,4,FALSE,included
4,10729,Breath,4,lowSalienceDec,Low,Slower,Slower,0.384343212,0.384343212,1,5,3,FALSE,included
4,10729,Breath,5,lowSalienceDec,Low,Slower,Slower,0.345862035,0.345862035,0,2,3,FALSE,included
4,10729,Breath,6,lowSalienceDec,Low,Slower,Slower,0.427640265,0.427640265,0,2,4,FALSE,included
4,10729,Breath,7,lowSalienceDec,Low,Slower,Slower,0.522750692,0.522750692,1,5,4,FALSE,included
4,10729,Breath,8,lowSalienceDec,Low,Slower,Slower,0.48204568,0.48204568,1,4,4,FALSE,included
4,10729,Breath,9,lowSalienceDec,Low,NoChange,Slower,0.454226559,0,0,5,4,FALSE,included
4,10729,Breath,0,highSalienceDec,High,Slower,Slower,0.422912,0.422912,1,6,4,FALSE,included
4,10729,Breath,1,highSalienceDec,High,Slower,Slower,0.290866253,0.290866253,1,2,4,FALSE,included
4,10729,Breath,2,highSalienceDec,High,Slower,Slower,0.194847948,0.194847948,0,4,4,FALSE,included
4,10729,Breath,3,highSalienceDec,High,NoChange,Slower,0.370126814,0,0,4,5,FALSE,included
4,10729,Breath,4,highSalienceDec,High,Slower,Slower,0.523699206,0.523699206,1,5,4,FALSE,included
4,10729,Breath,5,highSalienceDec,High,Slower,Slower,0.451237533,0.451237533,1,2,3,FALSE,included
4,10729,Breath,6,highSalienceDec,High,Slower,Slower,0.40557599,0.40557599,0,2,4,FALSE,included
4,10729,Breath,7,highSalienceDec,High,Slower,Slower,0.491741404,0.491741404,1,5,3,FALSE,included
4,10729,Breath,8,highSalienceDec,High,Slower,Slower,0.453203575,0.453203575,1,5,4,FALSE,included
4,10729,Breath,9,highSalienceDec,High,NoChange,Slower,0.426502667,0,0,5,4,FALSE,included
4,10729,Breath,0,highSalienceAcc,High,Faster,Faster,0.422912,-0.422912,1,6,5,FALSE,included
4,10729,Breath,1,highSalienceAcc,High,Faster,Faster,0.290866253,-0.290866253,1,5,5,FALSE,included
4,10729,Breath,2,highSalienceAcc,High,Faster,Faster,0.194847948,-0.194847948,0,3,5,FALSE,included
4,10729,Breath,3,highSalienceAcc,High,Faster,Faster,0.370126814,-0.370126814,1,6,5,FALSE,included
4,10729,Breath,4,highSalienceAcc,High,Faster,Faster,0.306922398,-0.306922398,1,5,5,FALSE,included
4,10729,Breath,5,highSalienceAcc,High,Faster,Faster,0.263654541,-0.263654541,1,5,5,FALSE,included
4,10729,Breath,6,highSalienceAcc,High,Faster,Faster,0.228700435,-0.228700435,1,4,5,FALSE,included
4,10729,Breath,7,highSalienceAcc,High,Faster,Faster,0.201074681,-0.201074681,0,2,4,FALSE,included
4,10729,Breath,8,highSalienceAcc,High,Faster,Faster,0.26260944,-0.26260944,1,4,4,FALSE,included
4,10729,Breath,9,highSalienceAcc,High,Faster,Faster,0.239872978,-0.239872978,0,5,4,FALSE,included
4,10729,Breath,0,lowSalienceAcc,Low,Faster,Faster,0.422912,-0.422912,1,5,4,FALSE,included
4,10729,Breath,1,lowSalienceAcc,Low,Faster,Faster,0.290866253,-0.290866253,1,1,4,FALSE,included
4,10729,Breath,2,lowSalienceAcc,Low,Faster,Faster,0.194847948,-0.194847948,0,4,4,FALSE,included
4,10729,Breath,3,lowSalienceAcc,Low,Faster,Faster,0.370126814,-0.370126814,1,5,4,FALSE,included
4,10729,Breath,4,lowSalienceAcc,Low,Faster,Faster,0.306922398,-0.306922398,0,4,4,FALSE,included
4,10729,Breath,5,lowSalienceAcc,Low,Faster,Faster,0.419056205,-0.419056205,1,4,4,FALSE,included
4,10729,Breath,6,lowSalienceAcc,Low,Faster,Faster,0.368248418,-0.368248418,1,4,4,FALSE,included
4,10729,Breath,7,lowSalienceAcc,Low,Faster,Faster,0.333132979,-0.333132979,1,5,5,FALSE,included
4,10729,Breath,8,lowSalienceAcc,Low,Faster,Faster,0.308241643,-0.308241643,1,4,4,FALSE,included
4,10729,Breath,9,lowSalienceAcc,Low,Faster,Faster,0.286939203,-0.286939203,0,2,4,FALSE,included
4,10735,Breath,0,lowSalienceDec,Low,Slower,Slower,0.422912,0.422912,1,4,4,FALSE,included
4,10735,Breath,1,lowSalienceDec,Low,Slower,Slower,0.290866253,0.290866253,1,4,2,FALSE,included
4,10735,Breath,2,lowSalienceDec,Low,Slower,Slower,0.194847948,0.194847948,1,4,2,FALSE,included
4,10735,Breath,3,lowSalienceDec,Low,Slower,Slower,0.115692875,0.115692875,1,4,2,FALSE,included
4,10735,Breath,4,lowSalienceDec,Low,Slower,Slower,0.04255853,0.04255853,1,4,2,FALSE,included
4,10735,Breath,5,lowSalienceDec,Low,Slower,Slower,-0.019543321,-0.019543321,0,4,2,FALSE,included
4,10735,Breath,6,lowSalienceDec,Low,Slower,Slower,0.109898414,0.109898414,0,4,1,FALSE,included
4,10735,Breath,7,lowSalienceDec,Low,NoChange,Slower,0.20112511,0,0,3,1,FALSE,included
4,10735,Breath,8,lowSalienceDec,Low,Slower,Slower,0.299447251,0.299447251,0,3,1,FALSE,included
4,10735,Breath,9,lowSalienceDec,Low,Slower,Slower,0.423169953,0.423169953,0,2,1,FALSE,included
4,10735,Breath,0,highSalienceDec,High,Slower,Slower,0.422912,0.422912,0,2,1,FALSE,included
4,10735,Breath,1,highSalienceDec,High,Slower,Slower,0.660005904,0.660005904,0,2,1,FALSE,included
4,10735,Breath,2,highSalienceDec,High,Slower,Slower,0.832034786,0.832034786,0,2,1,FALSE,included
4,10735,Breath,3,highSalienceDec,High,Slower,Slower,0.985363041,0.985363041,1,2,1,FALSE,included
4,10735,Breath,4,highSalienceDec,High,Slower,Slower,0.936777474,0.936777474,1,1,1,FALSE,included
4,10735,Breath,5,highSalienceDec,High,Slower,Slower,0.89827887,0.89827887,1,1,1,FALSE,included
4,10735,Breath,6,highSalienceDec,High,NoChange,Slower,0.867303751,0,0,1,1,FALSE,included
4,10735,Breath,7,highSalienceDec,High,Slower,Slower,0.928524003,0.928524003,1,3,3,FALSE,included
4,10735,Breath,8,highSalienceDec,High,Slower,Slower,0.90408768,0.90408768,1,2,3,FALSE,included
4,10735,Breath,9,highSalienceDec,High,Slower,Slower,0.88375216,0.88375216,1,3,2,FALSE,included
4,10735,Breath,0,highSalienceAcc,High,Faster,Faster,0.422912,-0.422912,0,1,1,FALSE,included
4,10735,Breath,1,highSalienceAcc,High,Faster,Faster,0.660005904,-0.660005904,0,3,2,FALSE,included
4,10735,Breath,2,highSalienceAcc,High,Faster,Faster,0.832034786,-0.832034786,1,3,3,FALSE,included
4,10735,Breath,3,highSalienceAcc,High,Faster,Faster,0.774819838,-0.774819838,1,3,3,FALSE,included
4,10735,Breath,4,highSalienceAcc,High,Faster,Faster,0.726628851,-0.726628851,1,3,3,FALSE,included
4,10735,Breath,5,highSalienceAcc,High,Faster,Faster,0.691187341,-0.691187341,1,3,3,FALSE,included
4,10735,Breath,6,highSalienceAcc,High,Faster,Faster,0.661575536,-0.661575536,1,3,3,FALSE,included
4,10735,Breath,7,highSalienceAcc,High,Faster,Faster,0.633470788,-0.633470788,1,3,3,FALSE,included
4,10735,Breath,8,highSalienceAcc,High,NoChange,Faster,0.610026109,0,0,3,3,FALSE,included
4,10735,Breath,9,highSalienceAcc,High,Faster,Faster,0.662444837,-0.662444837,1,3,3,FALSE,included
4,10735,Breath,0,lowSalienceAcc,Low,NoChange,Faster,0.422912,0,0,3,3,FALSE,included
4,10735,Breath,1,lowSalienceAcc,Low,Faster,Faster,0.660005904,-0.660005904,1,3,3,FALSE,included
4,10735,Breath,2,lowSalienceAcc,Low,NoChange,Faster,0.581129105,0,1,3,3,FALSE,included
4,10735,Breath,3,lowSalienceAcc,Low,Faster,Faster,0.525950165,-0.525950165,1,3,3,FALSE,included
4,10735,Breath,4,lowSalienceAcc,Low,NoChange,Faster,0.483625193,0,1,3,3,FALSE,included
4,10735,Breath,5,lowSalienceAcc,Low,Faster,Faster,0.44767754,-0.44767754,0,3,3,FALSE,included
4,10735,Breath,6,lowSalienceAcc,Low,Faster,Faster,0.525898126,-0.525898126,1,3,3,FALSE,included
4,10735,Breath,7,lowSalienceAcc,Low,NoChange,Faster,0.499721555,0,1,3,3,FALSE,included
