id,arousal_sd_s1,n_s1_trials,mean_acc_s1,flag_pilot,flag_test_entry,flag_zero_arousal,flag_near_chance,flag_zero_arousal_detected,excluded,exclusion_reason
15214,0.816496580927726,40,0.71875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15271,0.8129559864454138,40,0.7096774193548387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15292,0.9996794357987836,40,0.7857142857142857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15313,0.4640954808922571,40,0.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15322,0.505736325340815,40,0.7931034482758621,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15367,1.127738831376694,40,0.71875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15370,0.7840558588159326,40,0.7096774193548387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15391,0.5063696835418333,40,0.7058823529411765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15403,0.6698641270570836,40,0.6857142857142857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15412,0.4385290096535146,40,0.8888888888888888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15433,1.3811923499977503,40,0.696969696969697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15454,0.8711913446392583,40,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15466,0.9054677216067919,40,0.5806451612903226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
15472,1.1220402662000857,40,0.7837837837837838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,included
